"Número Ano Orçamento","Código Órgão SEP","Descrição Órgão SEP","Código Tipo Administração","Nome Tipo Administração","Código Projeto / Atividade","Descrição Projeto / Atividade Elaboração","Código Órgão","Descrição Órgão","Código Grupo","Descrição Grupo","Valor Dotação Inicial-SEFAZ","Valor Proposta Orçamento-SEFAZ","Valor Liquidado-SEFAZ"
"2025","1000","ASSEMBLEIA LEGISLATIVA","1","ADMINISTRAÇÃO DIRETA","1215","EXPANSÃO E ADEQUAÇÃO DAS INSTALAÇÕES DO PALÁCIO 9 DE JULHO","1000","ASSEMBLEIA LEGISLATIVA","4","INVESTIMENTOS","10","10","0"
"2025","1000","ASSEMBLEIA LEGISLATIVA","1","ADMINISTRAÇÃO DIRETA","4817","FUNCIONAMENTO DO PROCESSO LEGISLATIVO","1000","ASSEMBLEIA LEGISLATIVA","4","INVESTIMENTOS","5000000","0","802570,27"
"2025","1000","ASSEMBLEIA LEGISLATIVA","1","ADMINISTRAÇÃO DIRETA","5701","GERENCIAMENTO DE RECURSOS DE TECNOLOGIA DA INFORMAÇÃO E SEGURANÇA CIBERNÉTICA","1000","ASSEMBLEIA LEGISLATIVA","4","INVESTIMENTOS","2000000","0","74052,44"
"2025","2000","TRIBUNAL DE CONTAS DO ESTADO","1","ADMINISTRAÇÃO DIRETA","1361","PLANO DE INVESTIMENTOS DO TRIBUNAL DE CONTAS","2000","TRIBUNAL DE CONTAS DO ESTADO","4","INVESTIMENTOS","9480961","9480961","2138838,81"
"2025","2000","TRIBUNAL DE CONTAS DO ESTADO","1","ADMINISTRAÇÃO DIRETA","1361","PLANO DE INVESTIMENTOS DO TRIBUNAL DE CONTAS","2000","TRIBUNAL DE CONTAS DO ESTADO","5","INVERSÕES FINANCEIRAS","10","10","0"
"2025","2000","TRIBUNAL DE CONTAS DO ESTADO","1","ADMINISTRAÇÃO DIRETA","4821","CONTROLE E FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA","2000","TRIBUNAL DE CONTAS DO ESTADO","4","INVESTIMENTOS","1700000","1700000","2961741,31"
"2025","3000","TRIBUNAL DE JUSTIÇA","1","ADMINISTRAÇÃO DIRETA","1941","INFRAESTRUTURA DE PRÉDIOS JUDICIAIS","3000","TRIBUNAL DE JUSTIÇA","4","INVESTIMENTOS","75699996","55699996","3902236,52"
"2025","3000","TRIBUNAL DE JUSTIÇA","1","ADMINISTRAÇÃO DIRETA","1941","INFRAESTRUTURA DE PRÉDIOS JUDICIAIS","3000","TRIBUNAL DE JUSTIÇA","5","INVERSÕES FINANCEIRAS","20","20","0"
"2025","3000","TRIBUNAL DE JUSTIÇA","1","ADMINISTRAÇÃO DIRETA","4822","FUNCIONAMENTO DA ESCOLA PAULISTA DA MAGISTRATURA","3000","TRIBUNAL DE JUSTIÇA","4","INVESTIMENTOS","60000","60000","480000"
"2025","3000","TRIBUNAL DE JUSTIÇA","1","ADMINISTRAÇÃO DIRETA","4826","DISTRIBUIÇÃO DA JUSTIÇA","3000","TRIBUNAL DE JUSTIÇA","4","INVESTIMENTOS","79838305","79838305","11436430,19"
"2025","3000","TRIBUNAL DE JUSTIÇA","1","ADMINISTRAÇÃO DIRETA","4827","DESENVOLVIMENTO, IMPLEMENTAÇÃO E MANUTENÇÃO DE SISTEMAS DE INFORMAÇÃO","3000","TRIBUNAL DE JUSTIÇA","4","INVESTIMENTOS","365005872","365005872","194508506,86"
"2025","6000","TRIBUNAL DE JUSTIÇA MILITAR","1","ADMINISTRAÇÃO DIRETA","4832","JULGAMENTO DE PROCESSOS NA JUSTIÇA MILITAR DO ESTADO","6000","TRIBUNAL DE JUSTIÇA MILITAR","4","INVESTIMENTOS","4487270","4487270","98627,94"
"2025","6000","TRIBUNAL DE JUSTIÇA MILITAR","1","ADMINISTRAÇÃO DIRETA","4832","JULGAMENTO DE PROCESSOS NA JUSTIÇA MILITAR DO ESTADO","6000","TRIBUNAL DE JUSTIÇA MILITAR","5","INVERSÕES FINANCEIRAS","10","10","0"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","24937284","0","2895733,23"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","2494","MELHORIAS, MANUTENÇÃO E AMPLIAÇÃO DA REDE FÍSICA ESCOLAR","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","56523460","56523460","0"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","2761","AMPLIAÇÃO, ADEQUAÇÃO E GESTÃO, NÃO PEDAGÓGICA, DE ESCOLAS, VIA PPP","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","999100","999100","0"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","2761","AMPLIAÇÃO, ADEQUAÇÃO E GESTÃO, NÃO PEDAGÓGICA, DE ESCOLAS, VIA PPP","8000","SECRETARIA DA EDUCAÇÃO","5","INVERSÕES FINANCEIRAS","200","200","0"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","2764","CONSTRUÇÃO NOVAS ESCOLAS, VIA PPP, GESTÃO/OPERAÇÃO DEMANDAS NÃO PEDAGOGICAS","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","4000100","4000100","0"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","2764","CONSTRUÇÃO NOVAS ESCOLAS, VIA PPP, GESTÃO/OPERAÇÃO DEMANDAS NÃO PEDAGOGICAS","8000","SECRETARIA DA EDUCAÇÃO","5","INVERSÕES FINANCEIRAS","200","200","64481458,08"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","5156","GESTÃO E APRIMORAMENTO DO ATENDIMENTO ESPECIALIZADO","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","76100","76100","3034,98"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","5740","TRANSPORTE DE ESTUDANTES DA EDUCAÇÃO BÁSICA","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","40","40","0"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","5810","AÇÃO COOPERATIVA ESTADO-MUNICÍPIO PARA CONSTRUÇÕES OU AMPLIAÇÕES ESCOLARES","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","85322733","85322733","51974047,14"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6168","AVALIAÇÃO DOS RESULTADOS EDUCACIONAIS E PROVISÃO DE MATERIAIS DIDÁTICOS","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","","","0"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6169","CURSOS DE IDIOMAS, INTERCÂMBIO, ATIVIDADES COMPLEMENTARES E ESCOLA ABERTA","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","20010","20010","141440,8"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6172","FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR AOS ESTUDANTES DA EDUCAÇÃO BÁSICA","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","2600480","2600480","1508399,54"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6174","OPERAÇÃO DA REDE DE ESCOLAS DE ENSINO BÁSICO","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","42764074","42764074","18819022,5"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6175","FORMAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO: REDES ESTADUAL E  MUNICIPAL","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","20","20","0"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6178","SUPORTE ADMINISTRATIVO E TECNOLÓGICO ÀS UNIDADES DE GESTÃO E ÓRGÃOS VINCULADOS","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","6890135","6890135","2489161,85"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6343","OFERTA DE AULAS DE EDUCAÇÃO TÉCNICO PROFISSIONAL NO ENSINO MÉDIO","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","12811768","12811768","5521560"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6383","APERFEIÇOAMENTO DA TECNOLOGIA DA INFORMAÇÃO","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","114911090","114911090","41232374,21"
"2025","8000","SECRETARIA DA EDUCAÇÃO","1","ADMINISTRAÇÃO DIRETA","6454","APOIO FINANCEIRO ÀS ESCOLAS PÚBLICAS DE EDUCAÇÃO BÁSICA DA REDE ESTADUAL","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","80","80","105051960,63"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","2494","MELHORIAS, MANUTENÇÃO E AMPLIAÇÃO DA REDE FÍSICA ESCOLAR","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","26626334","26626334","56533336,42"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","2660","ACESSIBILIDADE FÍSICA DOS PRÉDIOS ESCOLARES DA REDE ESTADUAL DE ENSINO
","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","18085863","18085863","17440079,64"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","4087","GESTÃO ADMINISTRATIVA E FINANCEIRA
","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","23668978","23668978","752933,59"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","5740","TRANSPORTE DE ESTUDANTES DA EDUCAÇÃO BÁSICA","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","20","20","0"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","6172","FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR AOS ESTUDANTES DA EDUCAÇÃO BÁSICA","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","20","20","0"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","6174","OPERAÇÃO DA REDE DE ESCOLAS DE ENSINO BÁSICO","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","20","20","13148819,96"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","6178","SUPORTE ADMINISTRATIVO E TECNOLÓGICO ÀS UNIDADES DE GESTÃO E ÓRGÃOS VINCULADOS","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","20","20","0"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","6343","OFERTA DE AULAS DE EDUCAÇÃO TÉCNICO PROFISSIONAL NO ENSINO MÉDIO","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","10","10","0"
"2025","8046","FUNDAÇÃO PARA DESENVOLVIMENTO DA EDUCAÇÃO-FDE","4","FUNDAÇÃO","6383","APERFEIÇOAMENTO DA TECNOLOGIA DA INFORMAÇÃO","8000","SECRETARIA DA EDUCAÇÃO","4","INVESTIMENTOS","","","9463032"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","1377","REFORMAS E AMPLIAÇÃO EM ÁREAS FÍSICAS DAS UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","141543119","141543119","56582168,36"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2449","APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","7610525","7610525","15605287,41"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2472","SAÚDE EM AÇÃO- PROJETO APOIADO PELO BANCO INTERAMERICANO DE DESENVOLVIMENTO- BID","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2529","CONSTRUÇÃO DE NOVAS UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2574","REFORMAS E INSTALAÇÕES EMERGENCIAIS DE UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","26299998","26299998","25256888,06"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2634","CONSTRUÇÃO DE NOVAS UNIDADES DE SAÚDE - HOSPITAL DE BEBEDOURO","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2693","AQUISIÇÃO EQUIPAMENTOS E INSUMOS DE TI PARA AS UNIDADES - ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","8002460","8002460","3197440"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2696","CONSTRUÇÃO DE NOVOS HOSPITAIS DE PORTE MÉDIO","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","10","10","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2697","CONSTRUÇÃO DE NOVOS AMBULATÓRIOS MÉDICOS DE ESPECIALIDADES - AMES","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","10","10","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2699","CONSTRUÇÃO DE NOVAS UNIDADES DA REDE LUCY MONTORO","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","10","10","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2702","ATUALIZAÇÃO, EXPANSÃO E MODERNIZAÇÃO DA INFRAESTRUTURA TECNOLÓGICA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","10000000","10000000","1456309,66"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2748","CONSTRUÇÃO DO HOSPITAL REGIONAL CIRCUITO DA FÉ E VALE HISTÓRICO, EM CRUZEIRO","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","19647540","19647540","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2749","CONSTRUÇÃO DO HOSPITAL ESTADUAL DE FRANCA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","65251015","65251015","84797022,2"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2751","CONSTRUÇÃO DO HOSPITAL REGIONAL DE ITAPETININGA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","150000000","150000000","47997859,04"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2757","CONSTRUÇÃO DO HOSPITAL REGIONAL DE BIRIGUI","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","60195000","60195000","566181,61"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","2758","CONSTRUÇÃO DO COMPLEXO HOSPITALAR SUL
","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","40000000","40000000","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","4722","VIGILÂNCIA EPIDEMIOLÓGICA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","4252233,52"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","4849","APOIO FINANCEIRO AOS MUNICÍPIOS DO ESTADO DE SÃO PAULO","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","4850","ATENDIMENTO AMBULATORIAL E HOSPITALAR NA REDE PRÓPRIA DO ESTADO 
","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","4852","ATENDIMENTO AMBUL. E HOSPITALAR EM UNIDADES GERENCIADAS POR ORGANIZAÇÕES SOCIAIS","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","389990","389990","160428090,92"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","5532","ATENDIMENTO AMBULATORIAL E HOSPITALAR EM UNIDADES CONTRATADAS/CONVENIADAS","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","5000040","5000040","10838384"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","5807","INOVAÇÃO TECNOLÓGICA DE PRODUTOS E PROCESSOS","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","50000","50000","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6213","SUBVENÇÕES À PREFEITURAS, ENTIDADES FILANTRÓPICAS E SEM FINS LUCRATIVOS","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6214","REDE DE REABILITAÇÃO LUCY MONTORO","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","90000","90000","13169396,45"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6215","APOIO ADMINISTRATIVO DA SES-SP","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","171000","171000","425"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6273","DESENVOLVIMENTO DE AÇÕES DE SAÚDE DECORRENTES DE EMENDAS PARLAMENTARES","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","638521706","595315014","95892594,67"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6405","GESTÃO E APRIMORAMENTO DA ENTREGA DE MEDICAMENTOS - REMÉDIO NA MÃO","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","20000000","20000000","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6458","SERVIÇOS DE ACOLHIMENTO EM COMUNIDADES TERAPÊUTICAS VINCULADAS À SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6467","GESTÃO DA SUSTENTAÇÃO E DESENVOLVIMENTO DE NOVAS SOLUÇÕES","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","10","10","0"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6547","CONCESSÃO DE SUBVENÇÕES A PREFEITURAS","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","0","0","161685615,5"
"2025","9000","SECRETARIA DA SAÚDE","1","ADMINISTRAÇÃO DIRETA","6548","CONCESSÃO DE SUBVENÇÕES A ENTIDADES FILATRÓPICAS E SEM FINS LUCRATIVOS","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","0","0","113352369,29"
"2025","9045","FUNDAÇÃO REMÉDIO POPULAR CHOPIN LIMA-FURP","4","FUNDAÇÃO","1377","REFORMAS E AMPLIAÇÃO EM ÁREAS FÍSICAS DAS UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","449970","449970","0"
"2025","9045","FUNDAÇÃO REMÉDIO POPULAR CHOPIN LIMA-FURP","4","FUNDAÇÃO","2449","APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","938386","938386","3413547,99"
"2025","9045","FUNDAÇÃO REMÉDIO POPULAR CHOPIN LIMA-FURP","4","FUNDAÇÃO","4838","FABRICAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","10","10","0"
"2025","9046","FUNDAÇÃO ONCOCENTRO DE SÃO PAULO","4","FUNDAÇÃO","2449","APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","210400","210400","0"
"2025","9046","FUNDAÇÃO ONCOCENTRO DE SÃO PAULO","4","FUNDAÇÃO","6273","DESENVOLVIMENTO DE AÇÕES DE SAÚDE DECORRENTES DE EMENDAS PARLAMENTARES","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9047","FUNDAÇÃO PRÓ-SANGUE HEMOCENTRO DE S.PAULO","4","FUNDAÇÃO","1377","REFORMAS E AMPLIAÇÃO EM ÁREAS FÍSICAS DAS UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","20","20","0"
"2025","9047","FUNDAÇÃO PRÓ-SANGUE HEMOCENTRO DE S.PAULO","4","FUNDAÇÃO","2449","APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","709700","709700","303165,79"
"2025","9047","FUNDAÇÃO PRÓ-SANGUE HEMOCENTRO DE S.PAULO","4","FUNDAÇÃO","6273","DESENVOLVIMENTO DE AÇÕES DE SAÚDE DECORRENTES DE EMENDAS PARLAMENTARES","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","900000","0","57082,46"
"2025","9056","HOSP.CLÍNICAS FAC.MEDICINA RIB. PRETO-USP","3","AUTARQUIA","1377","REFORMAS E AMPLIAÇÃO EM ÁREAS FÍSICAS DAS UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","20","20","95201033,67"
"2025","9056","HOSP.CLÍNICAS FAC.MEDICINA RIB. PRETO-USP","3","AUTARQUIA","2449","APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","2278787","2278787","9002142,69"
"2025","9056","HOSP.CLÍNICAS FAC.MEDICINA RIB. PRETO-USP","3","AUTARQUIA","6273","DESENVOLVIMENTO DE AÇÕES DE SAÚDE DECORRENTES DE EMENDAS PARLAMENTARES","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","3504602","0","1577981,96"
"2025","9057","HOSP.DAS CLÍNICAS FAC. DE MEDICINA DA USP","3","AUTARQUIA","1377","REFORMAS E AMPLIAÇÃO EM ÁREAS FÍSICAS DAS UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","4635722","4635722","120611,61"
"2025","9057","HOSP.DAS CLÍNICAS FAC. DE MEDICINA DA USP","3","AUTARQUIA","2449","APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","3800000","3800000","1032784,56"
"2025","9057","HOSP.DAS CLÍNICAS FAC. DE MEDICINA DA USP","3","AUTARQUIA","2696","CONSTRUÇÃO DE NOVOS HOSPITAIS DE PORTE MÉDIO","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","150000000","150000000","9154761,9"
"2025","9057","HOSP.DAS CLÍNICAS FAC. DE MEDICINA DA USP","3","AUTARQUIA","4850","ATENDIMENTO AMBULATORIAL E HOSPITALAR NA REDE PRÓPRIA DO ESTADO 
","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","10","10","0"
"2025","9057","HOSP.DAS CLÍNICAS FAC. DE MEDICINA DA USP","3","AUTARQUIA","6273","DESENVOLVIMENTO DE AÇÕES DE SAÚDE DECORRENTES DE EMENDAS PARLAMENTARES","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","3578731","0","0"
"2025","9059","HOSP.CLÍNICAS FAC.MEDICINA BOTUCATU-HCFMB","3","AUTARQUIA","1377","REFORMAS E AMPLIAÇÃO EM ÁREAS FÍSICAS DAS UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","385090","385090","453161,85"
"2025","9059","HOSP.CLÍNICAS FAC.MEDICINA BOTUCATU-HCFMB","3","AUTARQUIA","2449","APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","122940","122940","0"
"2025","9059","HOSP.CLÍNICAS FAC.MEDICINA BOTUCATU-HCFMB","3","AUTARQUIA","2574","REFORMAS E INSTALAÇÕES EMERGENCIAIS DE UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","","","0"
"2025","9059","HOSP.CLÍNICAS FAC.MEDICINA BOTUCATU-HCFMB","3","AUTARQUIA","2693","AQUISIÇÃO EQUIPAMENTOS E INSUMOS DE TI PARA AS UNIDADES - ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","173749","173749","0"
"2025","9059","HOSP.CLÍNICAS FAC.MEDICINA BOTUCATU-HCFMB","3","AUTARQUIA","6273","DESENVOLVIMENTO DE AÇÕES DE SAÚDE DECORRENTES DE EMENDAS PARLAMENTARES","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","400000","0","640881,91"
"2025","9060","HOSP.CLÍNICAS MEDICINA MARÍLIA - HCFAMEMA","3","AUTARQUIA","2449","APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","160000","160000","2296444,47"
"2025","9060","HOSP.CLÍNICAS MEDICINA MARÍLIA - HCFAMEMA","3","AUTARQUIA","2574","REFORMAS E INSTALAÇÕES EMERGENCIAIS DE UNIDADES DE SAÚDE","9000","SECRETARIA DA SAÚDE","4","INVESTIMENTOS","31150381","31150381","10873533,2"
"2025","10000","SECRETARIA DE DESENVOLVIMENTO ECONÔMICO","1","ADMINISTRAÇÃO DIRETA","2266","SUBSCRIÇÃO DE AÇÕES DA DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO  DE SP.","10000","SECRETARIA DE DESENVOLVIMENTO ECONÔMICO","5","INVERSÕES FINANCEIRAS","10","10","0"
